first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
Melissa,,Gill,millerashley@example.com,,,(828)881-8613,,,(828)881-8613,2021-12-03,2023-08-02,Member,M,annual,lapsed,,"No, not a union member",,,,Asian,No,,Membership card only,627974,San Francisco,,ME_01,487 Nguyen Lights,Apt. 578,East Angela,OR,94135,US,,
James,,Moore,isabelhancock@example.net,,,359-930-9980,,,359-930-9980,2020-11-17,2022-12-04,Lapsed,L,yearly,lapsed,,"Yes, current union member",Teamsters,1109,,Pacific Islander,,,Yes,894734,San Francisco,,ME_02,5685 Karen Tunnel,Suite 256,Gregoryborough,MI,94102,US,,
Donna,Rachel.,Harvey,william60@example.com,,,(339)597-0978,,,(339)597-0978,2016-10-26,2018-06-15,Lapsed,L,one-time,canceled_by_failure,canceled_by_processor,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, graduate student",Walker Junior High,No,694966,San Francisco,,ME_02,617 Nunez Island,Apt. 863,West Calebfort,GA,94164,US,,
Greg,,Kennedy,leonardscott@example.com,,TRUE,(404)645-1980,,,(404)645-1980,2016-01-15,2024-04-30,Member in Good Standing,M,annual,past_due,canceled_by_failure,"No, but former union member",,,,Jewish,No,,Yes,415825,San Francisco,,ME_02,580 Hanna Fords,Apt. 112,Marcberg,VI,94117,US,,
Javier,,Gonzales,douglaschris@example.net,,TRUE,4275286241,,,4275286241,2023-06-13,2024-07-27,Member in Good Standing,M,one-time,lapsed,never,"Yes, retired union member",NEA,2132,,Asian,"Yes, high school student",LAVACE STEWART EL,Membership card only,158962,San Francisco,,ME_02,321 William Freeway,Apt. 237,North Mariahshire,DC,94111,US,,
Sandra,,Walker,tracystewart@example.net,,TRUE,(842)819-1657,(372)887-4532,,(842)819-1657,2022-03-21,2023-10-31,Member,M,one-time,canceled_by_processor,never,"No, not a union member",,,,White / of European Descent,,,Membership card only,300515,San Francisco,,ME_02,36716 Sawyer Union,Suite 015,Diazburgh,HI,94163,US,,
Scott,Joseph,Williams,matthew61@example.com,,TRUE,(215)324-3638,,,(215)324-3638,2022-10-09,2024-12-23,Member in Good Standing,M,annual,canceled_by_admin,canceled_by_admin,Currently organizing my workplace,,,,Jewish,,,Yes,119564,San Francisco,,ME_01,444 Jennifer Crest,Suite 679,East Thomasland,MT,94136,US,,
Christopher,,Ward,kristopherbishop@example.org,,,,,,,2017-04-19,2022-01-16,Lapsed,L,one-time,canceled_by_failure,canceled_by_processor,"No, but former union member",,,,White / of European Descent,"Yes, college student",YORK HIGH,Membership card only,291366,San Francisco,,ME_01,39503 Henry Square,Apt. 954,Colemantown,MA,94175,US,,
Barry,,Turner,hclark@example.org,,,,(673)941-9806,,(673)941-9806,2022-11-24,2024-11-10,Member in Good Standing,M,one-time,past_due,,Currently organizing my workplace,,,,Native American / Indigenous,No,,Yes,54876,San Francisco,,ME_01,410 Burch Prairie,Suite 517,New Melissa,IN,94132,US,,
Jeremy,,Brown,woodjack@example.com,,,,5136160123,,5136160123,2020-07-02,2023-10-18,Member,M,monthly,canceled_by_admin,,"Yes, retired union member",UFCW,4990,,West Asian / Middle Eastern,No,,Membership card only,704426,San Francisco,,ME_01,170 Deleon Mount,Suite 675,West Jenniferfort,MP,94124,US,,
Laura,,Walter,christine82@example.org,,,3067104668,,,3067104668,2020-05-07,2021-05-08,Lapsed,L,one-time,canceled_by_processor,canceled_by_admin,"No, but former union member",,,,Prefer Not to Say,"Yes, college student",DOLPHIN TERRACE EL,Membership card only,799895,San Francisco,,ME_02,61197 Emily Skyway,Apt. 584,East Lisa,CT,94119,US,,
Michele,,Barrera,jacksonchristine@example.com,,,,(393)464-8564,,(393)464-8564,2021-01-31,2023-05-21,Member,M,income-based,past_due,,"No, but former union member",,,,White / of European Descent,"Yes, graduate student",Marquette Elementary,Yes,326143,San Francisco,,ME_02,159 Michael Shoals,Apt. 022,South Mary,CT,94163,US,,
Lisa,,Smith,danderson@example.com,,,,,,,2020-10-06,2022-03-15,Lapsed,L,yearly,canceled_by_processor,canceled_by_admin,"No, not a union member",,,,White / of European Descent,,,Yes,68074,San Francisco,,ME_02,2695 Williams Manor,Suite 753,West Jacqueline,MI,94127,US,,
Grant,,Gomez,fmorgan@example.org,,TRUE,,,,,2022-10-25,2099-11-01,Member in Good Standing,M,yearly,lapsed,canceled_by_failure,"Yes, current union member",Teamsters,5437,,Native American / Indigenous,No,,No,303959,San Francisco,,ME_01,2317 West Flat,Suite 025,Morrisside,DE,94141,US,,
Sean,Justin.,Morales,cpowell@example.org,,,4583237722,(796)289-7336,,4583237722,2018-04-07,2021-01-17,Lapsed,L,yearly,lapsed,canceled_by_failure,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, high school student",Cheyenne Elementary School,Yes,574130,San Francisco,,ME_02,6023 Travis Station,Apt. 513,Lake Cynthia,OR,94154,US,,
Carl,,Peterson,john88@example.org,,,(427)981-2465,,,(427)981-2465,2020-12-14,2022-05-06,Lapsed,L,monthly,canceled_by_failure,canceled_by_processor,Currently organizing my workplace,,,,Other,"Yes, graduate student",De Forest High,Yes,353642,San Francisco,,ME_02,663 Julie Islands,Suite 137,Williamsbury,WV,94131,US,,
Crystal,,Mcdonald,sharon44@example.org,,,7737526739,,,7737526739,2020-01-25,2022-04-28,Lapsed,L,annual,past_due,canceled_by_admin,"No, but former union member",,,,Pacific Islander,"Yes, high school student",Vaughan Elementary School,No,874543,San Francisco,,ME_01,364 Ross Freeway,Apt. 003,Hillton,FM,94121,US,,
Kristi,,Fields,nicole81@example.org,,,,,,,2022-08-14,2024-09-30,Member in Good Standing,M,one-time,canceled_by_processor,canceled_by_user,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, college student",Pixley Middle,No,609737,San Francisco,,ME_02,2558 Stephanie Locks,Apt. 002,Bauerbury,MP,94131,US,,
Rebecca,Emily.,Gray,amills@example.com,,,4639849812,8674644432,,4639849812,2023-11-06,2025-07-25,Member in Good Standing,M,annual,canceled_by_failure,active,"No, but former union member",,,,Hispanic / Latinx,No,,Membership card only,991348,San Francisco,,ME_02,228 Raymond Crescent,Apt. 978,Michaelton,NY,94104,US,,
Tony,,Chang,dariusfreeman@example.org,,TRUE,(535)278-5204,,,(535)278-5204,2023-06-02,2025-01-04,Member in Good Standing,M,annual,canceled_by_processor,active,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, college student",HOLLY HARSHMAN ELEM. SCHOOL,Yes,748760,San Francisco,,ME_02,9225 Adam Expressway,Suite 606,Johnsonland,IN,94129,US,,
John,,Vasquez,ureed@example.org,,,,(966)709-4271,,(966)709-4271,2021-02-20,2023-06-25,Member,M,one-time,canceled_by_failure,canceled_by_admin,"No, but former union member",,,,Pacific Islander,,,Membership card only,929279,San Francisco,,ME_01,19919 Hailey Track,Suite 918,Toddmouth,ND,94175,US,,
Priscilla,,Schwartz,xhoward@example.net,,,(355)261-8577,(739)716-9264,,(355)261-8577,2019-02-26,2020-11-19,Lapsed,L,one-time,past_due,canceled_by_user,"No, but former union member",,,,Pacific Islander,"Yes, graduate student",Blackburn Elementary,Membership card only,365249,San Francisco,,ME_01,8603 Joshua River,Apt. 294,South Maria,MT,94122,US,,
James,,Lewis,carlossmith@example.net,,,475-851-7244,(683)551-1327,,475-851-7244,2017-11-23,2024-11-21,Member in Good Standing,M,annual,past_due,canceled_by_processor,"Yes, retired union member",,2329,,Jewish,"Yes, graduate student",Midland Elementary,No,414192,San Francisco,,ME_01,1602 Christina Shores,Suite 645,Callahanshire,CA,94171,US,,
Caitlin,,Miranda,joshuawilkinson@example.org,,,9813808694,,,9813808694,2020-10-06,2024-04-25,Member in Good Standing,M,one-time,canceled_by_failure,canceled_by_failure,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, graduate student",Edison Computech,Yes,474844,San Francisco,,ME_01,7104 Lucas Street,Apt. 526,Robertside,IL,94017,US,,
Maria,,Costa,jeremy03@example.net,,,8645992534,,,8645992534,2023-01-22,2024-03-13,Member in Good Standing,M,annual,canceled_by_processor,canceled_by_user,"No, but former union member",,,,Native American / Indigenous,"Yes, high school student",Tri-City Jr High School,Yes,296953,San Francisco,,ME_02,155 Lauren Flats,Suite 186,East Corey,MA,94101,US,,
Kyle,,Valdez,michellewilliams@example.com,,,4183459329,(395)212-4754,,4183459329,2019-07-14,2020-09-27,Lapsed,L,annual,canceled_by_admin,,,,,,West Asian / Middle Eastern,,,Yes,893482,San Francisco,,ME_01,39601 Cooper Crest,Suite 776,Perryberg,MN,94131,US,,
Bryan,,Garcia,eparker@example.com,,,,3687820382,,3687820382,2017-07-15,2018-12-02,Lapsed,L,one-time,canceled_by_processor,canceled_by_processor,Currently organizing my workplace,,,,Asian,,,No,525465,San Francisco,,ME_02,01945 Wallace Lake,Apt. 579,West Zacharyberg,NE,94155,US,,
Timothy,Douglas,Thomas,hernandezandrew@example.com,,,,271-725-0145,,271-725-0145,2021-05-11,2024-04-23,Member in Good Standing,M,one-time,canceled_by_failure,canceled_by_failure,"No, but former union member",,,,Hispanic / Latinx,"Yes, high school student",Fullerton Elem School,No,438186,San Francisco,,ME_01,6291 Riggs Via,Suite 449,West Christopher,SD,94125,US,,
Ronald,Shannon,Anderson,clarkerachel@example.net,,,8364029400,,,8364029400,2023-08-26,2025-02-17,Member in Good Standing,M,yearly,lapsed,canceled_by_processor,"Yes, retired union member",UAW,5469,,Jewish,"Yes, college student",ESU 7 CENTER,Yes,388521,San Francisco,,ME_02,9735 Kevin Park,Suite 762,Shawnton,MN,94133,US,,
Jasmine,,Smith,usmith@example.net,,,6284077707,7842847354,,6284077707,2022-11-29,2024-12-07,Member in Good Standing,M,annual,lapsed,active,"No, not a union member",,,,Prefer Not to Say,"Yes, college student",JEFFERSON COUNTY UPPER ELEMENTARY,Yes,785902,San Francisco,,ME_02,757 Brown Ramp,Suite 856,Stuartview,ID,94129,US,,
George,,Gonzalez,jason45@example.com,,,,(301)353-2557,,(301)353-2557,2022-07-24,2023-10-17,Member,M,income-based,past_due,canceled_by_processor,"Yes, retired union member",AFT,4868,,West Asian / Middle Eastern,,,No,380713,San Francisco,,ME_01,381 Smith Drive,Apt. 416,West Terrimouth,CA,94141,US,,
Michael,,Alvarez,tammy32@example.com,,,998-708-7496,,,998-708-7496,2016-01-08,2018-11-22,Lapsed,L,annual,lapsed,,"Yes, current union member",LIUNA,3630,,Prefer Not to Say,"Yes, high school student",Valley View Elementary,Membership card only,989975,San Francisco,,ME_01,8097 Smith Drive,Suite 336,East Jessica,MA,94156,US,,
Rachel,,Harris,zbyrd@example.net,,TRUE,747-963-6770,,,747-963-6770,2018-08-20,2024-03-14,Member in Good Standing,M,annual,active,canceled_by_user,"No, not a union member",,,,Prefer Not to Say,"Yes, college student",White House Heritage Elementary School,Membership card only,979033,San Francisco,,ME_02,3643 Linda Freeway,Suite 869,West Angelachester,CO,94153,US,,
Johnny,,James,mcbridekaren@example.net,,,,,,,2021-05-30,2022-07-03,Lapsed,L,one-time,lapsed,never,"No, but former union member",,,,Hispanic / Latinx,"Yes, college student",Southeast Elementary School,Membership card only,254325,San Francisco,,ME_01,78199 Nicole Lane,Apt. 546,New Ricardo,OH,94107,US,,
Teresa,,Johnson,jacqueline77@example.net,,,913-792-3993,,,913-792-3993,2022-01-26,2024-01-01,Member,M,one-time,canceled_by_processor,canceled_by_user,"Yes, retired union member",AFSCME,5875,,Other,"Yes, high school student",Ruggles Lane,No,776008,San Francisco,,ME_01,9887 Charles Stravenue,Apt. 287,Amberbury,MD,94109,US,,
Kerry,,Perkins,scarlson@example.net,,TRUE,8083703886,(649)427-0226,,8083703886,2017-02-07,2024-08-20,Member in Good Standing,M,income-based,canceled_by_processor,canceled_by_failure,"Yes, current union member",AFT,1706,,West Asian / Middle Eastern,No,,Membership card only,196714,San Francisco,,ME_02,9819 Jessica Estate,Suite 431,Port Jessica,TN,94152,US,,
Jennifer,,Jones,garciajonathan@example.com,,TRUE,(598)890-4780,,,(598)890-4780,2018-03-18,2020-10-11,Lapsed,L,annual,canceled_by_failure,canceled_by_failure,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, college student",Weddle Elementary School,No,998783,San Francisco,,ME_01,9943 Smith Ridges,Suite 783,Port Tiffany,MI,94150,US,,
Daniel,,Robinson,crystalcameron@example.com,,,6116492256,,,6116492256,2020-11-04,2023-12-31,Member,M,yearly,canceled_by_failure,canceled_by_user,Currently organizing my workplace,,,,West Asian / Middle Eastern,,,Membership card only,623146,San Francisco,,ME_01,482 Howell Lake,Suite 046,West Eric,HI,94109,US,,
Stephanie,,Campbell,nataliegarrett@example.net,,,3126876893,947-892-9515,,3126876893,2019-02-24,2020-10-17,Lapsed,L,income-based,past_due,canceled_by_failure,"No, not a union member",,,,Native American / Indigenous,,,Yes,699350,San Francisco,,ME_01,5328 Debra Alley,Apt. 732,Port Larry,IN,94135,US,,
Howard,,Aguilar,carol72@example.org,,,8358943560,,,8358943560,2016-04-12,2017-04-14,Lapsed,L,monthly,past_due,,"No, but former union member",,,,Other,,,No,840542,San Francisco,,ME_02,84238 Hernandez Knoll,Apt. 079,Fitzpatricktown,WV,94161,US,,
Evan,,Sloan,jlucas@example.com,,,888-937-7629,,,888-937-7629,2019-01-18,2024-10-10,Member in Good Standing,M,annual,lapsed,canceled_by_admin,,,,,Pacific Islander,"Yes, graduate student",Elmira Elementary School,No,608087,San Francisco,,ME_02,6405 Hayes Island,Apt. 650,Brittanyport,IA,94151,US,,
Linda,,Jimenez,hcraig@example.com,,,369-556-2445,,,369-556-2445,2020-08-15,2022-05-16,Lapsed,L,income-based,lapsed,never,"Yes, retired union member",LIUNA,2002,,West Asian / Middle Eastern,"Yes, high school student",NORTHROP ELEMENTARY,No,518512,San Francisco,,ME_01,4520 Adam Road,Suite 297,Port Courtneyview,ID,94117,US,,
Joseph,,Foster,alan11@example.net,,,7954578291,,,7954578291,2020-05-29,2024-09-15,Member in Good Standing,M,one-time,canceled_by_processor,canceled_by_admin,Currently organizing my workplace,,,,White / of European Descent,No,,Membership card only,530516,San Francisco,,ME_02,3447 Kara Curve,Apt. 172,Anthonyton,NY,94133,US,,
Roy,,Welch,fmurray@example.com,True,,,,,,2023-02-20,2024-08-21,Member in Good Standing,M,one-time,canceled_by_failure,canceled_by_admin,"Yes, current union member",UAW,3211,,Jewish,"Yes, high school student",CARTHAGE PRI,Yes,604307,San Francisco,,ME_01,6078 Tammy Flats,Apt. 834,New Bruceshire,NH,94146,US,,
Henry,,King,hayers@example.org,,,,799-925-5819,,799-925-5819,2017-08-30,2019-02-18,Lapsed,L,yearly,canceled_by_admin,,"Yes, retired union member",AFSCME,5870,,Prefer Not to Say,"Yes, college student",SIEMBRA LEADERSHIP HIGH SCHOOL,Membership card only,430676,San Francisco,,ME_01,165 Bishop Brook,Apt. 317,Angelaport,CA,94162,US,,
Anthony,,Thompson,briancohen@example.com,,,244-562-0369,,,244-562-0369,2020-02-25,2021-04-08,Lapsed,L,one-time,canceled_by_failure,canceled_by_user,"Yes, retired union member",NEA,776,,White / of European Descent,"Yes, graduate student",New Monmouth Elementary School,Membership card only,720704,San Francisco,,ME_02,68407 Moore Groves,Apt. 733,Serranoburgh,DE,94156,US,,
Melissa,,Diaz,sanchezlisa@example.net,,,,5957474504,,5957474504,2022-06-12,2023-09-25,Member,M,annual,lapsed,canceled_by_admin,"Yes, retired union member",IBEW,1648,,White / of European Descent,"Yes, graduate student",AMHERST CENTRAL HIGH SCHOOL,No,468465,San Francisco,,ME_01,000 Gibbs Freeway,Suite 604,Joshualand,KS,94107,US,,
Paul,,Horton,christinacharles@example.net,,TRUE,298-668-7298,,,298-668-7298,2016-03-28,2022-09-25,Lapsed,L,annual,canceled_by_admin,never,"Yes, current union member",LIUNA,5513,,Jewish,,,Membership card only,991535,San Francisco,,ME_02,779 Powers Club,Suite 219,Port Duaneville,OK,94141,US,,
Kayla,,Stuart,brenda67@example.net,,,653-568-8900,668-289-6159,,653-568-8900,2023-07-10,2024-08-13,Member in Good Standing,M,monthly,lapsed,canceled_by_user,,,,,Pacific Islander,"Yes, high school student",CARNEGIE MS,No,248740,San Francisco,,ME_02,33316 Wall Pike,Apt. 318,Timothyberg,ME,94108,US,,
Andrew,,Kaufman,kristinjohnson@example.com,True,TRUE,(376)366-4462,(227)873-4883,,(376)366-4462,2022-05-18,2024-02-26,Member in Good Standing,M,yearly,past_due,active,Currently organizing my workplace,,,,White / of European Descent,"Yes, graduate student",BROWARD YOUTH TREATMENT CENTER,No,47490,San Francisco,,ME_01,04077 Taylor Island,Suite 182,Oneillport,VT,94152,US,,
Howard,Rachel.,Taylor,julia88@example.org,,,,,,,2023-08-13,2025-06-23,Member in Good Standing,M,yearly,lapsed,never,Currently organizing my workplace,,,,Black / of African Descent,"Yes, college student",Mission Vista Academy,Yes,367487,San Francisco,,ME_02,403 Brian Stream,Apt. 535,Port Rachel,LA,94155,US,,
Amanda,,Flores,shawkatie@example.org,,,7749321411,272-416-4962,,7749321411,2018-09-17,2023-11-28,Member,M,yearly,past_due,never,Currently organizing my workplace,,,,Asian,"Yes, graduate student",MOSELLE ELEMENTARY SCHOOL,Yes,334206,San Francisco,,ME_01,56209 Carrillo Camp,Suite 660,Port Johnton,IA,94106,US,,
Jennifer,Jennifer.,Larson,myersdiana@example.org,,TRUE,2513904019,,,2513904019,2016-03-17,2018-01-11,Lapsed,L,monthly,canceled_by_failure,,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, graduate student",Stewart County Adult High School,Membership card only,220496,San Francisco,,ME_02,9689 Ramirez Cliff,Suite 812,New Timothy,ME,94129,US,,
Elizabeth,,Vargas,johnsonjennifer@example.com,,,,(332)940-7773,,(332)940-7773,2019-06-25,2020-12-24,Lapsed,L,one-time,canceled_by_processor,canceled_by_processor,"No, but former union member",,,,Native American / Indigenous,"Yes, graduate student",San Simon School,Yes,702003,San Francisco,,ME_01,08524 Stanley Shore,Apt. 406,West Adamstad,WI,94158,US,,
Dawn,,Robinson,djohnson@example.org,,,,410-719-4578,,410-719-4578,2023-02-13,2025-02-03,Member in Good Standing,M,one-time,canceled_by_admin,canceled_by_user,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, graduate student",South Penn Elementary,Membership card only,655828,San Francisco,,ME_01,301 Christopher Groves,Apt. 452,Williamfurt,NH,94143,US,,
John,,Love,josephduke@example.com,,,812-858-6725,5374863600,,812-858-6725,2021-05-14,2022-05-15,Lapsed,L,yearly,canceled_by_admin,never,"Yes, current union member",AFSCME,2236,,Asian,,,No,778547,San Francisco,,ME_02,8617 Christopher Dam,Suite 970,New Carrieberg,MS,94137,US,,
Sherry,Evelyn.,Melton,jonathan70@example.com,,,8197511252,,,8197511252,2016-03-15,2018-01-11,Lapsed,L,annual,past_due,never,Currently organizing my workplace,,,,Asian,No,,No,91113,San Francisco,,ME_02,9136 Weaver Squares,Suite 248,Lake Krystal,MN,94171,US,,
Alexander,,Tucker,walkeramy@example.com,,,6018823667,9159096668,,6018823667,2018-11-13,2023-04-01,Member,M,annual,canceled_by_admin,canceled_by_user,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, college student",FADDEN-MCKEOWN-CHAMBLISS EL,No,480021,San Francisco,,ME_02,667 Carney Orchard,Suite 474,Kaneview,MH,94017,US,,
Frank,,Rivera,carsonkristen@example.org,,,(424)977-9779,279-800-6354,,(424)977-9779,2022-08-26,2024-01-20,Member in Good Standing,M,monthly,canceled_by_processor,canceled_by_user,"Yes, retired union member",LIUNA,4552,,Other,No,,Yes,229170,San Francisco,,ME_01,0476 Parker Hill,Suite 319,New Jamieview,DE,94118,US,,
Joseph,,Reed,webbjessica@example.net,,,904-774-7953,869-266-9051,,904-774-7953,2019-05-24,2022-12-07,Lapsed,L,annual,canceled_by_processor,canceled_by_admin,"Yes, retired union member",,193,,West Asian / Middle Eastern,No,,Yes,23383,San Francisco,,ME_01,352 Vasquez Cape,Apt. 506,Kennethtown,NY,94102,US,,
